Sentence,QorA,,,,,,,,,,,,
How old was Anders Celsius when he died?,1,,,,,,,,,,,,
What types of unrelated water birds with similar forms are ducks sometimes confused with ,1,,,,,,,,,,,,
Where was Commodore Matthew C. Perry sent to open Japan to Western trade ,1,,,,,,,,,,,,
Does Swedish use the perfect participle to form the present perfect tense ,1,,,,,,,,,,,,
Give an example of the most renowned works of the Renaissance. ,1,,,,,,,,,,,,
" The mic and camera are great, speaker is great for video playback or bedtime movie watching, the screen is now even bigger and the device is the same size but Lighter than the 4th gen nano !",0,,,,,,,,,,,,
Solid Deal in a Great Location .,0,,,,,,,,,,,,
What were strings first made out of ,1,,,,,,,,,,,,
Are Pleurodira known as side-necked turtles?,1,,,,,,,,,,,,
 This car has plenty of pick up and go even with the in line four cylinder engine along with good gas mileage and handling .,0,,,,,,,,,,,,
 I don't even see the bios screen on startup .,0,,,,,,,,,,,,
 The gas mileage is not what its cracked up to be .,0,,,,,,,,,,,,
Where does air pollution in Beijing come from?,1,,,,,,,,,,,,
Is it a disadvantage for something to be unsafe to handle?,1,,,,,,,,,,,,
" Best part of all is the location, loved the Gloucester Road tube station nearby and the South Kensington area in general, very safe to walk around in any time day or night .",0,,,,,,,,,,,,
Was John Calvin Coolidge Jr. was born in Las Vegas ,1,,,,,,,,,,,,
 The two door coupe is very comfortable and roomy and draws plenty of attention .,0,,,,,,,,,,,,
 The clarity of the screen makes even the smallest font readable .,0,,,,,,,,,,,,
"Do his works enjoy a broad popular appeal in the United States, where Rockwell is most famous for the cover illustrations of everyday life scenarios he created for The Saturday Evening Post magazine over more than four decades ",1,,,,,,,,,,,,
" Downloading books is easy, the screen is NOT too dark, the font size is adjustable and the Kindle customer service support is terrific .",0,,,,,,,,,,,,
 The location was great too as it was next to the tube .,0,,,,,,,,,,,,
 I have changed the font size so that it is so easy to see .,0,,,,,,,,,,,,
What was the largest ever chelonian?,1,,,,,,,,,,,,
Is there a Becquerel crater on the Moon for radioactivity?,1,,,,,,,,,,,,
Who constructed a kit using diatonic and chromatically tuned drums ,1,,,,,,,,,,,,
The ideas of the Enlightenment shaped the development of what?,1,,,,,,,,,,,,
" This car is comfortable, loaded with options and every one that gets into it loves it .",0,,,,,,,,,,,,
Is japanese language in the island?,1,,,,,,,,,,,,
" And with a two, fingered gesture on the scratchpad, you can enlarge or shrink the screen .",0,,,,,,,,,,,,
" Often when I'd get a phone call or was talking to someone, it would have been nice to just have the ability to quickly make the voice directions mute .",0,,,,,,,,,,,,
Did Faraday lecture on education in 1854?,1,,,,,,,,,,,,
Has the San Lorenzo Megaport Project been completed?,1,,,,,,,,,,,,
What was Henri Becquerel`s profession?,1,,,,,,,,,,,,
Did Horace Greenley lose in the presidential elections of 1872?,1,,,,,,,,,,,,
Who makes up Ghana's Parliament ,1,,,,,,,,,,,,
Had Ford's wife married before ,1,,,,,,,,,,,,
Where is Charles-Augustin de Coulomb from?,1,,,,,,,,,,,,
 As it gets lateI simply pump up the character size which eases tired eyes .,0,,,,,,,,,,,,
Was Henri Becquerel first in his family to occupy the physics chair at the Museum National d'Histoire Naturelle?,1,,,,,,,,,,,,
Is it true that the ideas of the Enlightenment shaped the development of the city?,1,,,,,,,,,,,,
Is santiago Spanish for St. James?,1,,,,,,,,,,,,
Why did Coolidge not attend law school ,1,,,,,,,,,,,,
I can make the font the perfect size for my eyes .,0,,,,,,,,,,,,
Did Coolidge meet and marry Grace Anna Goodhue ,1,,,,,,,,,,,,
Give an example of the ten Beta World Cities. ,1,,,,,,,,,,,,
When was the Six Day War ,1,,,,,,,,,,,,
" My eyesight is fine, but I can choose the font size that suits me best .",0,,,,,,,,,,,,
Are the dialects of Finnish divided into two groups ,1,,,,,,,,,,,,
What positions Ford played in the school football team ,1,,,,,,,,,,,,
Are otters totem animals ,1,,,,,,,,,,,,
 The heated leather seat is very comfortable and audio system is rocking .,0,,,,,,,,,,,,
What do fossil and DNA evidence tell us ,1,,,,,,,,,,,,
 I have more productivity  flow  on a conventional laptop with a full sized screen and keyboard .,0,,,,,,,,,,,,
Do butterflies have two eyes ,1,,,,,,,,,,,,
How many verb paradigms are there in Korean ,1,,,,,,,,,,,,
" cant take pictures just videos, and u need the headphones given for the radio  good for just listening to music and for your car .",0,,,,,,,,,,,,
Do sea otters have long muscular tails ,1,,,,,,,,,,,,
" Even better is the hotel's location ,  literally a two, minute walk around the corner and you're at the Gloucester Road Tube Station and a host of small shops, pubs and eateries .",0,,,,,,,,,,,,
Which nation invaded Singapore during World War II ,1,,,,,,,,,,,,
Give an example of the many Sukarno era monuments in the city. ,1,,,,,,,,,,,,
 Also there are some other new things such as touch gesture features and disk encryption that normal users won't use either because it isn't needed or the hardware isn't widely adopted yet   .,0,,,,,,,,,,,,
"Outstanding location, even an internet cafe nearby .",0,,,,,,,,,,,,
Great Location Nice Rooms Friendly Staff .,0,,,,,,,,,,,,
When was the pan flute spread to other parts of Europe?,1,,,,,,,,,,,,
" The color, the video, overall the item is great  .",0,,,,,,,,,,,,
"Did he die at 11:10 p.m. on March 8, 1874, of the after-effects of a stroke ",1,,,,,,,,,,,,
" Most books, however, are very easy to read, and the variable font size enables me to find the font size that works best for me .",0,,,,,,,,,,,,
Why is there purling on a cello?,1,,,,,,,,,,,,
Is there an airport in Liechtenstein ,1,,,,,,,,,,,,
" Would definitely recommend this hotel if only for the fair price I got on priceline combined with the great, convenient location, which made it easy to get to all the touristy sites in London .",0,,,,,,,,,,,,
 The screen is clear and easily viewed in indoor environments .,0,,,,,,,,,,,,
"Why did Grant say ""Damn, I had nothing to do with this batte.""?",1,,,,,,,,,,,,
Were the Leopard men a West African secret society who practised cannibalism  ,1,,,,,,,,,,,,
Was the Ottoman script replaced with a variant of the Latin alphabet ,1,,,,,,,,,,,,
Does Ottawa sit on the Ottowa River?,1,,,,,,,,,,,,
Great Location clean good place to stay !,0,,,,,,,,,,,,
What is the most common color of ants ,1,,,,,,,,,,,,
Is the most important river the Ciliwung River,1,,,,,,,,,,,,
Does an ant's head contain sensory organs ,1,,,,,,,,,,,,
" I previously owned a 98 Avalon, and found the seats more comfortable than the Honda .",0,,,,,,,,,,,,
Does Vietnamese have dipthongs ,1,,,,,,,,,,,,
What is responsible for converting the hydrogen byproduct of fermentation into acetate ,1,,,,,,,,,,,,
 Seats are not very comfortable and not happy with the heated seats .,0,,,,,,,,,,,,
Is the most read newspaper in Finland Taloussanomat ,1,,,,,,,,,,,,
Nice location by Glouchester tube stop .,0,,,,,,,,,,,,
What had the Anglo-Saxons created by the 600s?,1,,,,,,,,,,,,
What is the population of Copenhagen?,1,,,,,,,,,,,,
", I was willing to downsize my screen size in favor of portability and speed .",0,,,,,,,,,,,,
Where do Giant Pandas live ,1,,,,,,,,,,,,
How does a trumpet produce sound?,1,,,,,,,,,,,,
" I commute alot, so interior is important to me, and its leather is does not seem cheap   and comfort is top notch .",0,,,,,,,,,,,,
What is one of the challenges of re-establishing a population of Eurasian otters in the UK ,1,,,,,,,,,,,,
Was Rockwell also commissioned to illustrate over 40 books including Tom Sawyer as well as Huckleberry Finn ,1,,,,,,,,,,,,
Are there seven verb paradigms or speech levels in Korean ,1,,,,,,,,,,,,
Who was President when Wilson finished Congressional Government?,1,,,,,,,,,,,,
"Who was born in Newington Butts, near present-day South London, England?",1,,,,,,,,,,,,
Location great but hotel dated .,0,,,,,,,,,,,,
Where do sea otters live ,1,,,,,,,,,,,,
Was Newton born three months after the death of his father ,1,,,,,,,,,,,,
What does the word duck mean ,1,,,,,,,,,,,,
The font sizes are easy to switch between and very usable .,0,,,,,,,,,,,,
Was Amedeo Avogadro was born in Turin ,1,,,,,,,,,,,,
Was one key step in spreading Swahili to create a standard written language?,1,,,,,,,,,,,,
Does San Francisco have a high percentage of gay and lesbian individuals ,1,,,,,,,,,,,,
Where did Italian language die?,1,,,,,,,,,,,,
What is the largest primarily French-speaking city in the western world ,1,,,,,,,,,,,,
What is Henri Becquerel?,1,,,,,,,,,,,,
Was faraday Christian of the small Sandemanian denomination?,1,,,,,,,,,,,,
 But we would definitely stay again because of the hotel's location .,0,,,,,,,,,,,,
What happened with the portuguese in the 15th century ,1,,,,,,,,,,,,
"Do all ducks ""quack"" ",1,,,,,,,,,,,,
" Mileage out of the showroom was way below advertised  , but seems to have come around over time .",0,,,,,,,,,,,,
Is it true that institution formed the foundation of electric motor technology?,1,,,,,,,,,,,,
The word xylophone is derived from two greek words: xylon and phone. What do these words mean ,1,,,,,,,,,,,,
"Since everyone starts with the good that I agree with ,  great location, very clean, I'll state the not, so good .",0,,,,,,,,,,,,
Was Adams an opponent of the Stamp Act ,1,,,,,,,,,,,,
Does Egypt have political influence in the Middle East ,1,,,,,,,,,,,,
Is Vietnamese the mother tongue of the Vietnamese people ,1,,,,,,,,,,,,
" The ride is firm but not harsh, It is more comfortable than the Maxima and looks much better than any Camry .",0,,,,,,,,,,,,
What are the elephant's ears important for ,1,,,,,,,,,,,,
Where was Volta born ,1,,,,,,,,,,,,
" With the great technology of electronic ink, there isn't any back, lighting pounding relentlessly like the desert sun on your tender eyes .",0,,,,,,,,,,,,
Was Celsius born in Uppsala in Sweden  ,1,,,,,,,,,,,,
Is the black color heritable and caused by only one recessive gene locus  ,1,,,,,,,,,,,,
" I like the small size, the grey colour background is relaxing, and its good to be able to change the size of the font .",0,,,,,,,,,,,,
When was Lima founded?,1,,,,,,,,,,,,
How many laws of motion did Netwon have?,1,,,,,,,,,,,,
 Interior is nice but not as comfortable as past Accords and feels a little cheap .,0,,,,,,,,,,,,
He founded the private university of buffalo on what date ,1,,,,,,,,,,,,
What shape is a trumpet bent into ,1,,,,,,,,,,,,
"Regarding this topic, what did David Alfaro Siqueiros do ",1,,,,,,,,,,,,
What enjoys one of the world's highest standards of living ,1,,,,,,,,,,,,
What is the capital city ,1,,,,,,,,,,,,
"We've stayed at this hotel before and it's always been a great choice for it's location, cleanliness and staff .",0,,,,,,,,,,,,
 The video camera is not as good as I thought it was going to be .,0,,,,,,,,,,,,
I received my Asus 1005HA yesterday installed the two gb ram and tried to turn it on and the screen remained blank .,0,,,,,,,,,,,,
"What is ""tobogganing"" ",1,,,,,,,,,,,,
Some of the voices are annoying .,0,,,,,,,,,,,,
His passion been always the study of what?,1,,,,,,,,,,,,
Was Gerald Ford a member of Delta Kappa Epsilon ,1,,,,,,,,,,,,
" I also needed Web connectivity for research, a screen with a low squint factor and a keyboard that wasn't too cramped .",0,,,,,,,,,,,,
" The location in the Kensington area could not have been better, the area is safe, nice and fairly quiet .",0,,,,,,,,,,,,
What is the range of lifespans of the octopus ,1,,,,,,,,,,,,
"Also it is perfect for the Gloucester Road tube station with direct trains to Heathrow airport terminals,very good location turn right as you exit the station the hotels a 3 minute walk on your right hand side .",0,,,,,,,,,,,,
 Below it you can expect to get good mileage only if you do not have too many hills .,0,,,,,,,,,,,,
Did he build the first practical reflecting telescope ,1,,,,,,,,,,,,
 We passed on the restaurants simply because the cost of breakfast was insane and the food tends to be mediocre .,0,,,,,,,,,,,,
Its saving grace is its location .,0,,,,,,,,,,,,
 I was slightly concerned about all the reviews with the seats being uncomfortable .,0,,,,,,,,,,,,
What are the similarities between beetles and grasshoppers ,1,,,,,,,,,,,,
" My my, I have never experienced such smooth performance, stability, pick, up, mileage and comfort that I am enjoying with my new 2008 Honda Accord .",0,,,,,,,,,,,,
What did Uruguay win in 1828?,1,,,,,,,,,,,,
"5 hours with no wireless, and screen brightness on minimum .",0,,,,,,,,,,,,
Does a standard piano have fewer strings than a harp ,1,,,,,,,,,,,,
" At first the seats seemed stiffer than I'd like, but after making a 2 1 2 hour trip, It felt very comfortable once I got the seat and lumbar adjusted to my liking .",0,,,,,,,,,,,,
" Ride is superior, comfortable seats, radio excellent .",0,,,,,,,,,,,,
Others have said that the voice directions leave something to be desired in terms of volume and clarity .,0,,,,,,,,,,,,
Who left Verroccio's studio ,1,,,,,,,,,,,,
Does a violin have four strings ,1,,,,,,,,,,,,
 pretty decent screen quality .,0,,,,,,,,,,,,
"Is a violin sometimes informally called a fiddle, regardless of the type of music played on it ",1,,,,,,,,,,,,
Could Malay have originated from Sumatra island ,1,,,,,,,,,,,,
Did Pascal have poor health throughout his life ,1,,,,,,,,,,,,
"Also in Windows Explorer, two new features .",0,,,,,,,,,,,,
 I am learning to navigate the menu better that at first and love that fact that I can take a video .,0,,,,,,,,,,,,
